Row,"L OL EVC Area HOc1 (V1, 17, CalcS)","R OL EVC Area HOc1 (V1, 17, CalcS)","L OL EVC Area HOc2 (V2, 18)","R OL EVC Area HOc2 (V2, 18)",L OL EVC Area HOc3d [V3d],R OL EVC Area HOc3d [V3d],L OL EVC Area hOc3v [Vp/V3v],R OL EVC Area hOc3v [Vp/V3v],L OL EVC Area hOc4d [V3a],R OL EVC Area hOc4d [V3a],L OL EVC Area hOc4v [V4/V4v],R OL EVC Area hOc4v [V4/V4v],L OL LOC Area hOc4la [LO-1 obj],R OL LOC Area hOc4la [LO-1 obj],L OL LOC Area hOc4lp [LO-2 obj/body],R OL LOC Area hOc4lp [LO-2 obj/body],L OL LOC Area hOc5 [MT+/V5],R OL LOC Area hOc5 [MT+/V5],L OL POS Area hOc6,R OL POS Area hOc6,L OL POS Area hPO1 [V6],R OL POS Area hPO1 [V6],L PL IPS Area hIP1 [vIPS],R PL IPS Area hIP1 [vIPS],L PL IPS Area hIP2 [aIPS],R PL IPS Area hIP2 [aIPS],L PL IPS Area hIP3 [post alPS/IPS4/DIPSA],R PL IPS Area hIP3 [post alPS/IPS4/DIPSA],L PL IPS Area hIP4,R PL IPS Area hIP4,L PL IPS Area hIP5,R PL IPS Area hIP5,L PL IPS Area hIP6,R PL IPS Area hIP6,L PL IPS Area hIP7 [IPS0],R PL IPS Area hIP7 [IPS0],L PL IPS Area hIP8 [V6Av/IPS1],R PL IPS Area hIP8 [V6Av/IPS1],L PL SPL Area 7P [V6Ad],R PL SPL Area 7P [V6Ad],L PL SPL Area 7PC [vIPS],R PL SPL Area 7PC [vIPS],L PL SPL Area 7A [DIPSM],R PL SPL Area 7A [DIPSM],L PL SPL Area 7M,R PL SPL Area 7M,L PL SPL Area 5L,R PL SPL Area 5L,L PL SPL Area 5LM,R PL SPL Area 5LM,L PL SPL Area 5LCi,R PL SPL Area 5LCi,L PL IPL Area PFt,R PL IPL Area PFt,L PL IPL Area PGp,R PL IPL Area PGp,L PL IPL Area PFm,R PL IPL Area PFm,L PL IPL Area PF,R PL IPL Area PF,L PL IPL Area PGa,R PL IPL Area PGa,L PL IPL Area PFop,R PL IPL Area PFop,L PL IPL Area PFcm,R PL IPL Area PFcm,L PL SOMA Area 1 (PostCG),R PL SOMA Area 1 (PostCG),L PL SOMA Area 2 (PostCS),R PL SOMA Area 2 (PostCS),L PL SOMA Area 3a (PostCG),R PL SOMA Area 3a (PostCG),L PL SOMA Area 3b (PostCG),R PL SOMA Area 3b (PostCG),L PAR-OPER SOMA Area OP1 [SII proper],R PAR-OPER SOMA Area OP1 [SII proper],L PAR-OPER SOMA Area OP2 [PIVC],R PAR-OPER SOMA Area OP2 [PIVC],L PAR-OPER SOMA Area OP3 [VS of SII],R PAR-OPER SOMA Area OP3 [VS of SII],L PAR-OPER SOMA Area OP4 [PV of SII],R PAR-OPER SOMA Area OP4 [PV of SII],L FL MOTOR Area 4a (PreCG) [M1],R FL MOTOR Area 4a (PreCG) [M1],L FL MOTOR Area 4p (PreCG) [M1],R FL MOTOR Area 4p (PreCG) [M1],L FL PREMOT Area 6d1 (Pre CG) [PMd proper],R FL PREMOT Area 6d1 (Pre CG) [PMd proper],L FL PREMOT Area 6d2 (Pre CG),R FL PREMOT Area 6d2 (Pre CG),"L FL PREMOT Area 6d3 (SFS) [Central PMd, hub]","R FL PREMOT Area 6d3 (SFS) [Central PMd, hub]","L FL PREMOT Area 6ma (preSMA, mesial SFG)","R FL PREMOT Area 6ma (preSMA, mesial SFG)","L FL PREMOT Area 6mp (SMA, mesial SFG)","R FL PREMOT Area 6mp (SMA, mesial SFG)",L FL IFS Area IFJ1 (PreCS),R FL IFS Area IFJ1 (PreCS),L FL IFS Area IFJ2 (PreCS),R FL IFS Area IFJ2 (PreCS),L FL IFG Area 45,R FL IFG Area 45,L FL IFG Area 44 (Broca's),R FL IFG Area 44 (Broca's),L FL IFS Area IFS1,R FL IFS Area IFS1,L FL IFS Area IFS2,R FL IFS Area IFS2,L FL IFS Area IFS3,R FL IFS Area IFS3,L FL IFS Area IFS4,R FL IFS Area IFS4,L FL SFG Area 8d1,R FL SFG Area 8d1,L FL SFG Area 8d2,R FL SFG Area 8d2,L FL MFG Area 8v1,R FL MFG Area 8v1,L FL MFG Area 8v2,R FL MFG Area 8v2,L FL ACC Area 33,R FL ACC Area 33,L FL ACC Area s24,R FL ACC Area s24,L FL ACC Area 25,R FL ACC Area 25,L FL ACC Area s32,R FL ACC Area s32,L FL ACC Area p24ab,R FL ACC Area p24ab,L FL ACC Area p24c,R FL ACC Area p24c,L FL ACC Area p32,R FL ACC Area p32,L FL OFC Area Fo1,R FL OFC Area Fo1,L FL OFC Area Fo2,R FL OFC Area Fo2,L FL OFC Area Fo3,R FL OFC Area Fo3,L FL OFC Area Fo4,R FL OFC Area Fo4,L FL OFC Area Fo5,R FL OFC Area Fo5,L FL OFC Area Fo6,R FL OFC Area Fo6,L FL OFC Area Fo7,R FL OFC Area Fo7,L FL FPole Area Fp1,R FL FPole Area Fp1,L FL FPole Area Fp2,R FL FPole Area Fp2,"L TL CoS Area CoS1 [mFus-faces, FFA1, FBA]","R TL CoS Area CoS1 [mFus-faces, FFA1, FBA]","L TL FusG Area FG1 [pFus-faces, FFA1]","R TL FusG Area FG1 [pFus-faces, FFA1]",L Area FG2 (FusG),R Area FG2 (FusG),L TL FusG Area FG3 [PPA],R TL FusG Area FG3 [PPA],L Area FG4 (FusG),R Area FG4 (FusG),L TL PhG Area Ph1,R TL PhG Area Ph1,L TL PhG Area Ph2,R TL PhG Area Ph2,L TL PhG Area Ph3,R TL PhG Area Ph3,L TL ST Area STS1,R TL ST Area STS1,L TL ST Area STS2,R TL ST Area STS2,L TL ST Area TeI,R TL ST Area TeI,L TL ST Area TI,R TL ST Area TI,L TL ST Area TPJ,R TL ST Area TPJ,L TL AUD Area TE 1.0 (HESCHL),R TL AUD Area TE 1.0 (HESCHL),L TL AUD Area TE 1.1 (HESCHL),R TL AUD Area TE 1.1 (HESCHL),L TL AUD Area TE 1.2 (HESCHL),R TL AUD Area TE 1.2 (HESCHL),L TL AUD Area TE 2.1 (STG),R TL AUD Area TE 2.1 (STG),L TL AUD Area TE 2.2 (STG),R TL AUD Area TE 2.2 (STG),L TL AUD Area TE 3 (STG),R TL AUD Area TE 3 (STG),L MTL HPC CA1,R MTL HPC CA1,L MTL HPC CA2,R MTL HPC CA2,L MTL HPC CA3,R MTL HPC CA3,L MTL HPC DG,R MTL HPC DG,L MTL HPC HC-Parasubiculum,R MTL HPC HC-Parasubiculum,L MTL HPC HC-Presubiculum,R MTL HPC HC-Presubiculum,L MTL HPC HC-Prosubiculum,R MTL HPC HC-Prosubiculum,L MTL HPC HC-Subiculum,R MTL HPC HC-Subiculum,L MTL HPC HATA,R MTL HPC HATA,L MTL HPC HC-Transsubiculum,R MTL HPC HC-Transsubiculum,L MTL Entorhinal Cortex,R MTL Entorhinal Cortex,L MTL AMYG VTM,R MTL AMYG VTM,L MTL AMYG MF,R MTL AMYG MF,L MTL AMYG CM,R MTL AMYG CM,L MTL AMYG SF,R MTL AMYG SF,L MTL AMYG LB,R MTL AMYG LB,L INS Area lg1,R INS Area lg1,L INS Area lg2,R INS Area lg2,L INS Area lg3,R INS Area lg3,L INS Area Id1,R INS Area Id1,L INS Area Id2,R INS Area Id2,L INS Area Id3,R INS Area Id3,L INS Area Id4,R INS Area Id4,L INS Area Id5,R INS Area Id5,L INS Area Id6,R INS Area Id6,L INS Area Id7,R INS Area Id7,L INS Area Id8,R INS Area Id8,L INS Area Id9,R INS Area Id9,L INS Area Id10,R INS Area Id10,L INS Area la1,R INS Area la1,L INS Area la2,R INS Area la2,L INS Area la3,R INS Area la3,L FR-OPER Area Op5,R FR-OPER Area Op5,L FR-OPER Area Op6,R FR-OPER Area Op6,L FR-OPER Area Op7,R FR-OPER Area Op7,L FR-OPER Area Op8,R FR-OPER Area Op8,L FR-OPER Area Op9,R FR-OPER Area Op9,L CRBL Dorsal Dentate Nucleus,R CRBL Dorsal Dentate Nucleus,L CRBL Ventral Dentate Nucleus,R CRBL Ventral Dentate Nucleus,L CRBL Interposed Nucleus,R CRBL Interposed Nucleus,L CRBL Fastigial Nucleus,R CRBL Fastigial Nucleus,L SUB Metathalamus CGM,R SUB Metathalamus CGM,L SUB Metathalamus CGL,R SUB Metathalamus CGL,L SUB Basal Forebrain Ch 4,R SUB Basal Forebrain Ch 4,L SUB Basal Forebrain Ch 123,R SUB Basal Forebrain Ch 123,L SUB BST Bed Nucleus,R SUB BST Bed Nucleus
cluster_1,23.5310119695321,23.5038084874864,14.8258977149075,21.4363438520131,0,0.666485310119695,0.190424374319913,0.108813928182807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07638888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1631944444444,32.8819444444444,0,0,0.15625,2.60416666666667,0,0,0,0,0,0,4.54861111111111,8.19444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0989010989011,0,2.31227106227106,0,31.7307692307692,0,1.73992673992674,0,3.57142857142857,0,0.114468864468864,0,0,0,0.0915750915750916,0,0,0,0,0,0.206043956043956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.693359375,0,19.2138671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5615234375,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7978515625,0,16.796875,0,30.6884765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6.15789473684211,0,0,0,1.47368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0789473684211,0,41.3947368421053,0,0.131578947368421,0,1.92105263157895,0,0,0,0,0,0,0,0,0,0.289473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393258426966292,0,0,0,75.7584269662921,0,8.31460674157303,0,0.0561797752808989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740521327014218,0,0,0,0,0,0.977488151658768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.281990521327,0,3.82109004739336,0,0,0,0,0,0.799763033175355,0,0,0,0,0,0,0,0,0,0.740521327014218,0,32.2867298578199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3281622911695,0,0,0,0,0,0,0,0,0,6.59307875894988,0,0,0,16.4379474940334,0,28.609785202864,0,0,0,9.51670644391408,0,1.99880668257757,0,0,0,0,0,0.656324582338902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142045454545455,0,0.603693181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5184659090909,0,5.57528409090909,0,0,0,0,0,10.8664772727273,0,0,0,0,0,0,0,0,0,23.046875,0,12.7130681818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3936170212766,0,0,0,0.398936170212766,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92021276595745,0,57.0921985815603,0,11.0815602836879,0,2.5709219858156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
